COUNTRYCODE,YEAR,TERTIARYCOMPLETIONRATE
MUS,2020,6.6
MUS,2025,8.4
MUS,2030,11.7
MUS,2035,15.6
MUS,2040,20.2
MEX,1870,0.0
MEX,1875,0.1
MEX,1880,0.1
MEX,1885,0.1
MEX,1890,0.1
MEX,1895,0.1
MEX,1900,0.2
MEX,1905,0.2
MEX,1910,0.5
MEX,1915,0.6
MEX,1920,0.8
MEX,1925,1.0
MEX,1930,1.2
MEX,1935,1.3
MEX,1940,1.3
MEX,1945,1.4
MEX,1950,1.4
MEX,1955,1.4
MEX,1960,1.3
MEX,1965,1.7
MEX,1970,2.4
MEX,1975,3.8
MEX,1980,5.8
MEX,1985,7.1
MEX,1990,8.5
MEX,1995,10.9
MEX,2000,13.1
MEX,2005,16.5
MEX,2010,19.3
MEX,2015,20.5
MEX,2020,22.9
MEX,2025,25.5
MEX,2030,28.7
MEX,2035,32.3
MEX,2040,36.4
MDA,2015,17.1
MDA,2020,17.6
MDA,2025,18.9
MDA,2030,20.7
MDA,2035,23.4
MDA,2040,26.7
MNG,2015,24.5
MNG,2020,26.4
MNG,2025,28.7
MNG,2030,31.7
MNG,2035,36.0
MNG,2040,40.5
MAR,1870,0.0
MAR,1875,0.0
MAR,1880,0.0
MAR,1885,0.0
MAR,1890,0.0
MAR,1895,0.0
MAR,1900,0.0
MAR,1905,0.0
MAR,1910,0.0
MAR,1915,0.0
MAR,1920,0.0
MAR,1925,0.0
MAR,1930,0.0
MAR,1935,0.0
MAR,1940,0.0
MAR,1945,0.0
MAR,1950,0.0
MAR,1955,0.0
MAR,1960,0.0
MAR,1965,0.2
MAR,1970,0.3
MAR,1975,0.8
MAR,1980,1.8
MAR,1985,3.2
MAR,1990,4.9
MAR,1995,6.8
MAR,2000,8.4
MAR,2005,9.3
MAR,2010,10.3
MAR,2015,11.3
MAR,2020,12.7
MAR,2025,14.5
MAR,2030,16.9
MAR,2035,20.1
MAR,2040,24.9
MOZ,1870,0.0
MOZ,1875,0.0
MOZ,1880,0.0
MOZ,1885,0.0
MOZ,1890,0.0
MOZ,1895,0.0
MOZ,1900,0.0
MOZ,1905,0.0
MOZ,1910,0.0
MOZ,1915,0.0
MOZ,1920,0.0
MOZ,1925,0.0
MOZ,1930,0.0
MOZ,1935,0.0
MOZ,1940,0.0
MOZ,1945,0.0
MOZ,1950,0.0
MOZ,1955,0.1
MOZ,1960,0.1
MOZ,1965,0.1
MOZ,1970,0.1
MOZ,1975,0.1
MOZ,1980,0.0
MOZ,1985,0.1
MOZ,1990,0.2
MOZ,1995,0.4
MOZ,2000,0.4
MOZ,2005,0.5
MOZ,2010,0.5
MOZ,2015,0.6
MOZ,2020,0.5
MOZ,2025,0.5
MOZ,2030,0.7
MOZ,2035,1.0
MOZ,2040,1.4
MMR,1870,0.0
MMR,1875,0.0
MMR,1880,0.0
MMR,1885,0.0
MMR,1890,0.0
MMR,1895,0.0
MMR,1900,0.0
MMR,1905,0.1
MMR,1910,0.1
MMR,1915,0.2
MMR,1920,0.2
MMR,1925,0.2
MMR,1930,0.3
MMR,1935,0.3
MMR,1940,0.4
MMR,1945,0.4
MMR,1950,0.4
MMR,1955,0.4
MMR,1960,0.3
MMR,1965,0.3
MMR,1970,0.3
MMR,1975,0.2
MMR,1980,0.9
MMR,1985,2.2
MMR,1990,4.7
MMR,1995,4.9
MMR,2000,5.1
MMR,2005,6.1
MMR,2010,8.1
MMR,2015,10.6
MMR,2020,13.9
MMR,2025,17.9
MMR,2030,22.3
MMR,2035,27.6
MMR,2040,33.2
NAM,2015,1.8
NAM,2020,1.3
NAM,2025,1.1
NAM,2030,1.1
NAM,2035,1.5
NAM,2040,2.1
NPL,1870,0.0
NPL,1875,0.0
NPL,1880,0.0
NPL,1885,0.0
NPL,1890,0.0
NPL,1895,0.0
NPL,1900,0.0
NPL,1905,0.0
NPL,1910,0.0
NPL,1915,0.0
NPL,1920,0.0
NPL,1925,0.0
NPL,1930,0.0
NPL,1935,0.0
NPL,1940,0.1
NPL,1945,0.1
NPL,1950,0.1
NPL,1955,0.1
NPL,1960,0.1
NPL,1965,0.2
NPL,1970,0.3
NPL,1975,0.6
NPL,1980,1.2
NPL,1985,2.5
NPL,1990,4.4
NPL,1995,4.0
NPL,2000,4.0
NPL,2005,3.9
NPL,2010,3.5
NPL,2015,3.5
NPL,2020,2.8
NPL,2025,2.3
NPL,2030,2.0
NPL,2035,2.0
NPL,2040,2.2
NLD,1870,0.2
NLD,1875,0.2
NLD,1880,0.2
NLD,1885,0.2
NLD,1890,0.3
NLD,1895,0.3
NLD,1900,0.4
NLD,1905,0.5
NLD,1910,0.5
NLD,1915,0.6
NLD,1920,0.7
NLD,1925,0.8
NLD,1930,0.8
NLD,1935,1.0
NLD,1940,1.1
NLD,1945,1.2
NLD,1950,1.3
NLD,1955,1.4
NLD,1960,1.4
NLD,1965,4.4
NLD,1970,7.6
NLD,1975,9.0
NLD,1980,11.9
NLD,1985,15.4
NLD,1990,18.6
NLD,1995,22.0
NLD,2000,24.9
NLD,2005,28.0
NLD,2010,32.4
NLD,2015,31.4
NLD,2020,30.9
NLD,2025,30.4
NLD,2030,30.2
NLD,2035,29.8
NLD,2040,29.8
NZL,1870,0.0
NZL,1875,0.1
NZL,1880,0.1
NZL,1885,0.2
NZL,1890,0.3
NZL,1895,0.5
NZL,1900,0.6
NZL,1905,0.8
NZL,1910,0.7
NZL,1915,1.0
NZL,1920,1.3
NZL,1925,1.6
NZL,1930,2.1
NZL,1935,2.5
NZL,1940,2.9
NZL,1945,3.3
NZL,1950,4.1
NZL,1955,4.6
NZL,1960,5.0
NZL,1965,5.4
NZL,1970,13.0
NZL,1975,21.7
NZL,1980,29.1
NZL,1985,36.3
NZL,1990,42.4
NZL,1995,41.0
NZL,2000,42.0
NZL,2005,43.7
NZL,2010,40.4
NZL,2015,39.5
NZL,2020,39.8
NZL,2025,39.9
NZL,2030,40.0
NZL,2035,39.8
NZL,2040,39.7
NIC,1870,0.0
NIC,1875,0.0
NIC,1880,0.0
NIC,1885,0.0
NIC,1890,0.0
NIC,1895,0.0
NIC,1900,0.2
NIC,1905,0.3
NIC,1910,0.4
NIC,1915,0.4
NIC,1920,0.4
NIC,1925,0.5
NIC,1930,0.5
NIC,1935,0.5
NIC,1940,0.5
NIC,1945,0.5
NIC,1950,0.5
NIC,1955,1.0
NIC,1960,1.8
NIC,1965,2.8
NIC,1970,4.6
NIC,1975,5.6
NIC,1980,7.0
NIC,1985,9.2
NIC,1990,10.0
NIC,1995,10.3
NIC,2000,10.7
NIC,2005,11.0
NIC,2010,11.8
NIC,2015,12.6
NIC,2020,14.3
NIC,2025,16.7
NIC,2030,19.6
NIC,2035,23.5
NIC,2040,28.0
NER,1870,0.0
NER,1875,0.0
NER,1880,0.0
NER,1885,0.0
NER,1890,0.0
NER,1895,0.0
NER,1900,0.0
NER,1905,0.0
NER,1910,0.0
NER,1915,0.0
NER,1920,0.0
NER,1925,0.0
NER,1930,0.1
NER,1935,0.1
NER,1940,0.1
NER,1945,0.1
NER,1950,0.1
NER,1955,0.1
NER,1960,0.1
NER,1965,0.1
NER,1970,0.2
NER,1975,0.2
NER,1980,0.3
NER,1985,0.4
NER,1990,0.6
NER,1995,0.7
NER,2000,0.9
NER,2005,1.0
NER,2010,1.2
NER,2015,1.2
NER,2020,1.4
NER,2025,1.5
NER,2030,1.7
NER,2035,2.2
NER,2040,2.8
AMN,1870,0.60757506
AMN,1875,0.7034891
AMN,1880,0.7827632
AMN,1885,1.0060134
AMN,1890,1.6100904
AMN,1895,2.2097628
AMN,1900,2.8851135
AMN,1905,3.6202068
AMN,1910,4.3160276
AMN,1915,5.1513033
AMN,1920,5.9174438
AMN,1925,6.8114266
AMN,1930,7.528845
AMN,1935,8.420493
AMN,1940,9.095388
AMN,1945,9.662828
AMN,1950,10.9466915
AMN,1955,12.038535
AMN,1960,13.361164
AMN,1965,14.871752
AMN,1970,16.845251
AMN,1975,21.214626
AMN,1980,25.471424
AMN,1985,29.378225
AMN,1990,34.08652
AMN,1995,35.035076
AMN,2000,38.844025
AMN,2005,40.93854
AMN,2010,43.696262
AMN,2015,43.788326
AMN,2020,44.65029
AMN,2025,45.68666
AMN,2030,46.86984
AMN,2035,47.97574
AMN,2040,49.282852
NOR,1870,0.5
NOR,1875,0.5
NOR,1880,0.5
NOR,1885,0.5
NOR,1890,0.6
NOR,1895,0.7
NOR,1900,0.7
NOR,1905,0.7
NOR,1910,0.9
NOR,1915,1.0
NOR,1920,1.1
NOR,1925,1.3
NOR,1930,1.3
NOR,1935,1.4
NOR,1940,1.5
NOR,1945,1.5
NOR,1950,1.5
NOR,1955,1.8
NOR,1960,2.0
NOR,1965,4.7
NOR,1970,8.4
NOR,1975,10.6
NOR,1980,14.2
NOR,1985,17.5
NOR,1990,22.0
NOR,1995,24.2
NOR,2000,28.7
NOR,2005,31.4
NOR,2010,32.9
NOR,2015,31.5
NOR,2020,31.8
NOR,2025,32.1
NOR,2030,32.5
NOR,2035,32.3
NOR,2040,32.3
OCE,2015,26.53345
OCE,2020,24.204275
OCE,2025,21.796988
OCE,2030,19.679155
OCE,2035,17.515919
OCE,2040,15.59143
PAK,1870,0.0
PAK,1875,0.0
PAK,1880,0.0
PAK,1885,0.0
PAK,1890,0.0
PAK,1895,0.0
PAK,1900,0.0
PAK,1905,0.0
PAK,1910,0.2
PAK,1915,0.3
PAK,1920,0.4
PAK,1925,0.5
PAK,1930,0.5
PAK,1935,0.6
PAK,1940,0.6
PAK,1945,0.7
PAK,1950,0.7
PAK,1955,0.7
PAK,1960,0.7
PAK,1965,0.9
PAK,1970,1.2
PAK,1975,1.7
PAK,1980,2.1
PAK,1985,2.4
PAK,1990,2.8
PAK,1995,4.5
PAK,2000,7.3
PAK,2005,6.7
PAK,2010,6.9
PAK,2015,5.5
PAK,2020,5.9
PAK,2025,6.3
PAK,2030,6.8
PAK,2035,7.4
PAK,2040,8.0
PAN,1870,0.0
PAN,1875,0.0
PAN,1880,0.0
PAN,1885,0.0
PAN,1890,0.0
PAN,1895,0.0
PAN,1900,0.2
PAN,1905,0.4
PAN,1910,0.5
PAN,1915,0.7
PAN,1920,0.8
PAN,1925,1.0
PAN,1930,1.2
PAN,1935,1.4
PAN,1940,1.5
PAN,1945,1.7
PAN,1950,1.7
PAN,1955,2.0
PAN,1960,2.7
PAN,1965,3.3
PAN,1970,4.5
PAN,1975,6.0
PAN,1980,9.0
PAN,1985,11.6
PAN,1990,15.2
PAN,1995,17.9
PAN,2000,22.3
PAN,2005,23.6
PAN,2010,26.2
PAN,2015,26.4
PAN,2020,27.7
PAN,2025,29.7
PAN,2030,32.7
PAN,2035,36.2
PAN,2040,40.3
PNG,2015,1.5
PNG,2020,1.4
PNG,2025,1.4
PNG,2030,1.6
PNG,2035,1.8
PNG,2040,2.0
PRY,1870,0.0
PRY,1875,0.0
PRY,1880,0.0
PRY,1885,0.0
PRY,1890,0.0
PRY,1895,0.0
PRY,1900,0.1
PRY,1905,0.2
PRY,1910,0.3
PRY,1915,0.4
PRY,1920,0.5
PRY,1925,0.6
PRY,1930,0.7
PRY,1935,0.7
PRY,1940,0.8
PRY,1945,0.8
PRY,1950,0.8
PRY,1955,1.0
PRY,1960,1.2
PRY,1965,1.5
PRY,1970,2.2
PRY,1975,2.5
PRY,1980,3.7
PRY,1985,5.6
PRY,1990,8.2
PRY,1995,8.0
PRY,2000,8.3
PRY,2005,4.4
PRY,2010,11.5
PRY,2015,10.2
PRY,2020,10.8
PRY,2025,12.4
PRY,2030,14.9
PRY,2035,18.0
PRY,2040,21.7
PER,1870,0.0
PER,1875,0.0
PER,1880,0.0
PER,1885,0.0
PER,1890,0.0
PER,1895,0.0
PER,1900,0.0
PER,1905,0.1
PER,1910,0.3
PER,1915,0.4
PER,1920,0.6
PER,1925,0.9
PER,1930,1.2
PER,1935,1.4
PER,1940,1.5
PER,1945,1.9
PER,1950,2.1
PER,1955,2.4
PER,1960,2.7
PER,1965,3.4
PER,1970,4.9
PER,1975,7.3
PER,1980,11.0
PER,1985,12.3
PER,1990,16.4
PER,1995,22.4
PER,2000,27.3
PER,2005,35.5
PER,2010,22.5
PER,2015,20.9
PER,2020,19.9
PER,2025,19.8
PER,2030,20.7
PER,2035,22.5
PER,2040,24.9
PHL,1870,0.0
PHL,1875,0.0
PHL,1880,0.0
PHL,1885,0.0
PHL,1890,0.0
PHL,1895,0.0
PHL,1900,0.1
PHL,1905,0.2
PHL,1910,0.3
PHL,1915,0.5
PHL,1920,0.7
PHL,1925,1.1
PHL,1930,1.3
PHL,1935,1.8
PHL,1940,2.2
PHL,1945,2.5
PHL,1950,2.8
PHL,1955,5.9
PHL,1960,6.2
PHL,1965,7.7
PHL,1970,10.1
PHL,1975,12.3
PHL,1980,15.7
PHL,1985,18.2
PHL,1990,18.7
PHL,1995,22.1
PHL,2000,26.2
PHL,2005,25.8
PHL,2010,25.4
PHL,2015,27.4
PHL,2020,29.7
PHL,2025,32.7
PHL,2030,36.6
PHL,2035,41.1
PHL,2040,46.0
POL,1870,0.1
POL,1875,0.1
POL,1880,0.1
POL,1885,0.1
POL,1890,0.1
POL,1895,0.2
POL,1900,0.2
POL,1905,0.3
POL,1910,0.5
POL,1915,0.7
POL,1920,0.9
POL,1925,1.1
POL,1930,1.4
POL,1935,1.7
POL,1940,2.0
POL,1945,2.3
POL,1950,2.5
POL,1955,3.0
POL,1960,3.4
POL,1965,4.5
POL,1970,6.1
POL,1975,6.2
POL,1980,6.5
POL,1985,7.2
POL,1990,8.9
POL,1995,10.4
POL,2000,13.9
POL,2005,16.8
POL,2010,23.8
POL,2015,23.7
POL,2020,24.9
POL,2025,26.3
POL,2030,27.6
POL,2035,28.3
POL,2040,29.3
PRT,1870,0.2
PRT,1875,0.2
PRT,1880,0.2
PRT,1885,0.2
PRT,1890,0.2
PRT,1895,0.2
PRT,1900,0.2
PRT,1905,0.2
PRT,1910,0.3
PRT,1915,0.4
PRT,1920,0.5
PRT,1925,0.5
PRT,1930,0.6
PRT,1935,0.7
PRT,1940,0.8
PRT,1945,0.9
PRT,1950,1.0
PRT,1955,1.1
PRT,1960,1.1
PRT,1965,1.5
PRT,1970,1.8
PRT,1975,2.6
PRT,1980,4.1
PRT,1985,6.3
PRT,1990,8.9
PRT,1995,10.5
PRT,2000,13.8
PRT,2005,13.5
PRT,2010,15.3
PRT,2015,15.7
PRT,2020,16.1
PRT,2025,16.7
PRT,2030,17.8
PRT,2035,18.4
PRT,2040,19.4
QAT,2015,15.5
QAT,2020,14.9
QAT,2025,15.1
QAT,2030,15.6
QAT,2035,16.2
QAT,2040,17.5
REU,1870,0.0
REU,1875,0.0
REU,1880,0.0
REU,1885,0.0
REU,1890,0.0
REU,1895,0.0
REU,1900,0.0
REU,1905,1.5
REU,1910,2.7
REU,1915,4.0
REU,1920,5.0
REU,1925,5.9
REU,1930,6.5
REU,1935,7.0
REU,1940,7.4
REU,1945,7.5
REU,1950,7.8
REU,1955,9.0
REU,1960,4.8
REU,1965,0.6
REU,1970,0.5
REU,1975,0.5
REU,1980,0.6
REU,1985,0.8
REU,1990,1.0
REU,1995,1.3
REU,2000,1.5
REU,2005,1.8
REU,2010,2.1
REU,2015,3.0
REU,2020,4.0
REU,2025,5.0
REU,2030,6.4
REU,2035,7.9
REU,2040,9.5
ROU,1870,0.0
ROU,1875,0.0
ROU,1880,0.0
ROU,1885,0.0
ROU,1890,0.0
ROU,1895,0.0
ROU,1900,0.0
ROU,1905,0.1
ROU,1910,0.1
ROU,1915,0.3
ROU,1920,0.7
ROU,1925,1.0
ROU,1930,1.3
ROU,1935,1.5
ROU,1940,1.7
ROU,1945,1.9
ROU,1950,2.1
ROU,1955,2.3
ROU,1960,2.7
ROU,1965,2.9
ROU,1970,3.7
ROU,1975,5.1
ROU,1980,5.3
ROU,1985,6.0
ROU,1990,7.7
ROU,1995,8.0
ROU,2000,10.2
ROU,2005,10.6
ROU,2010,13.8
ROU,2015,13.5
ROU,2020,14.7
ROU,2025,16.1
ROU,2030,17.8
ROU,2035,20.0
ROU,2040,22.6
RUS,1870,0.1
RUS,1875,0.1
RUS,1880,0.1
RUS,1885,0.1
RUS,1890,0.1
RUS,1895,0.1
RUS,1900,0.1
RUS,1905,0.1
RUS,1910,0.2
RUS,1915,0.3
RUS,1920,0.4
RUS,1925,0.7
RUS,1930,1.0
RUS,1935,1.5
RUS,1940,2.1
RUS,1945,2.9
RUS,1950,3.5
RUS,1955,4.2
RUS,1960,4.6
RUS,1965,5.6
RUS,1970,7.2
RUS,1975,11.3
RUS,1980,17.4
RUS,1985,26.0
RUS,1990,37.8
RUS,1995,45.0
RUS,2000,56.8
RUS,2005,61.3
RUS,2010,67.2
RUS,2015,67.9
RUS,2020,69.8
RUS,2025,71.4
RUS,2030,72.8
RUS,2035,74.2
RUS,2040,75.8
RWA,2015,2.1
RWA,2020,2.5
RWA,2025,3.4
RWA,2030,4.5
RWA,2035,6.3
RWA,2040,8.7
SAU,2015,14.3
SAU,2020,15.2
SAU,2025,17.2
SAU,2030,19.7
SAU,2035,23.5
SAU,2040,27.9
SEN,1870,0.0
SEN,1875,0.0
SEN,1880,0.0
SEN,1885,0.0
SEN,1890,0.0
SEN,1895,0.0
SEN,1900,0.0
SEN,1905,0.0
SEN,1910,0.0
SEN,1915,0.0
SEN,1920,0.0
SEN,1925,0.0
SEN,1930,0.0
SEN,1935,0.1
SEN,1940,0.1
SEN,1945,0.1
SEN,1950,0.1
SEN,1955,0.2
SEN,1960,0.2
SEN,1965,0.3
SEN,1970,0.5
SEN,1975,0.8
SEN,1980,1.1
SEN,1985,1.5
SEN,1990,1.6
SEN,1995,1.6
SEN,2000,1.4
SEN,2005,0.8
SEN,2010,3.3
SEN,2015,3.0
SEN,2020,3.7
SEN,2025,5.0
SEN,2030,7.1
SEN,2035,10.0
SEN,2040,13.9
SRB,1870,0.0
SRB,1875,0.0
SRB,1880,0.0
SRB,1885,0.0
SRB,1890,0.0
SRB,1895,0.0
SRB,1900,0.0
SRB,1905,0.1
SRB,1910,0.2
SRB,1915,0.3
SRB,1920,0.4
SRB,1925,0.5
SRB,1930,0.6
SRB,1935,0.7
SRB,1940,0.8
SRB,1945,0.9
SRB,1950,0.9
SRB,1955,1.0
SRB,1960,1.2
SRB,1965,1.9
SRB,1970,3.2
SRB,1975,4.1
SRB,1980,6.3
SRB,1985,6.8
SRB,1990,8.2
SRB,1995,11.0
SRB,2000,14.7
SRB,2005,14.9
SRB,2010,18.0
SRB,2015,16.7
SRB,2020,20.6
SRB,2025,24.1
SRB,2030,27.4
SRB,2035,30.7
SRB,2040,34.3
SLE,1870,0.0
SLE,1875,0.0
SLE,1880,0.0
SLE,1885,0.0
SLE,1890,0.0
SLE,1895,0.0
SLE,1900,0.0
SLE,1905,0.0
SLE,1910,0.0
SLE,1915,0.0
SLE,1920,0.0
SLE,1925,0.1
SLE,1930,0.1
SLE,1935,0.1
SLE,1940,0.1
SLE,1945,0.2
SLE,1950,0.2
SLE,1955,0.2
SLE,1960,0.3
SLE,1965,0.3
SLE,1970,0.3
SLE,1975,0.3
SLE,1980,0.3
SLE,1985,0.4
SLE,1990,0.6
SLE,1995,0.8
SLE,2000,0.9
SLE,2005,1.1
SLE,2010,1.4
SLE,2015,2.6
SLE,2020,3.3
SLE,2025,4.2
SLE,2030,5.5
SLE,2035,7.3
SLE,2040,9.6
SGP,2015,46.9
SGP,2020,52.0
SGP,2025,57.1
SGP,2030,61.6
SGP,2035,64.6
SGP,2040,66.3
SVK,2015,21.0
SVK,2020,23.4
SVK,2025,26.2
SVK,2030,29.5
SVK,2035,33.6
SVK,2040,38.6
SVN,2015,24.1
SVN,2020,24.5
SVN,2025,24.2
SVN,2030,23.9
SVN,2035,22.6
SVN,2040,21.2
ZAF,1870,0.0
ZAF,1875,0.0
ZAF,1880,0.0
ZAF,1885,0.0
ZAF,1890,0.0
ZAF,1895,0.0
ZAF,1900,0.0
ZAF,1905,0.0
ZAF,1910,0.0
ZAF,1915,0.1
ZAF,1920,0.6
ZAF,1925,1.1
ZAF,1930,1.5
ZAF,1935,2.0
ZAF,1940,2.4
ZAF,1945,2.8
ZAF,1950,3.0
ZAF,1955,3.2
ZAF,1960,3.2
ZAF,1965,3.6
ZAF,1970,3.8
ZAF,1975,2.6
ZAF,1980,1.4
ZAF,1985,2.4
ZAF,1990,5.4
ZAF,1995,9.4
ZAF,2000,9.3
ZAF,2005,7.9
ZAF,2010,6.3
ZAF,2015,5.3
ZAF,2020,5.4
ZAF,2025,6.5
ZAF,2030,8.7
ZAF,2035,12.3
ZAF,2040,16.5
AMS,1870,0.02756539
AMS,1875,0.028387794
AMS,1880,0.033489745
AMS,1885,0.04222951
AMS,1890,0.044572745
AMS,1895,0.0733641
AMS,1900,0.21177036
AMS,1905,0.31746224
AMS,1910,0.426915
AMS,1915,0.55274385
AMS,1920,0.7126712
AMS,1925,0.84325784
AMS,1930,0.9356627
AMS,1935,1.0611737
AMS,1940,1.1308309
AMS,1945,1.207954
AMS,1950,1.2416503
AMS,1955,1.4320071
AMS,1960,1.7229738
AMS,1965,2.1565747
AMS,1970,2.7631905
AMS,1975,4.6191177
AMS,1980,6.2664595
AMS,1985,7.549007
AMS,1990,9.276807
AMS,1995,10.786995
AMS,2000,11.813219
AMS,2005,12.987977
AMS,2010,15.080543
AMS,2015,14.698052
AMS,2020,14.886643
AMS,2025,15.764165
AMS,2030,17.426086
AMS,2035,19.626263
AMS,2040,22.43176
KOR,1870,0.0
KOR,1875,0.0
KOR,1880,0.0
KOR,1885,0.0
KOR,1890,0.0
KOR,1895,0.0
KOR,1900,0.0
KOR,1905,0.1
KOR,1910,0.1
KOR,1915,0.1
KOR,1920,0.3
KOR,1925,0.4
KOR,1930,0.6
KOR,1935,0.7
KOR,1940,0.8
KOR,1945,0.9
KOR,1950,1.3
KOR,1955,1.6
KOR,1960,2.8
KOR,1965,4.0
KOR,1970,6.2
KOR,1975,7.4
KOR,1980,9.6
KOR,1985,12.5
KOR,1990,17.2
KOR,1995,23.2
KOR,2000,29.6
KOR,2005,36.3
KOR,2010,45.5
KOR,2015,52.4
KOR,2020,58.3
KOR,2025,64.6
KOR,2030,70.0
KOR,2035,74.7
KOR,2040,78.6
ESP,1870,0.2
ESP,1875,0.2
ESP,1880,0.2
ESP,1885,0.3
ESP,1890,0.3
ESP,1895,0.4
ESP,1900,0.4
ESP,1905,0.4
ESP,1910,0.5
ESP,1915,0.5
ESP,1920,0.5
ESP,1925,0.6
ESP,1930,0.7
ESP,1935,0.9
ESP,1940,1.0
ESP,1945,1.2
ESP,1950,1.4
ESP,1955,1.6
ESP,1960,1.8
ESP,1965,2.2
ESP,1970,2.6
ESP,1975,5.6
ESP,1980,8.0
ESP,1985,9.0
ESP,1990,9.9
ESP,1995,14.9
ESP,2000,23.3
ESP,2005,28.6
ESP,2010,30.5
ESP,2015,30.9
ESP,2020,31.3
ESP,2025,31.4
ESP,2030,31.8
ESP,2035,31.1
ESP,2040,30.5
LKA,1870,0.0
LKA,1875,0.0
LKA,1880,0.0
LKA,1885,0.0
LKA,1890,0.0
LKA,1895,0.0
LKA,1900,0.0
LKA,1905,0.0
LKA,1910,0.0
LKA,1915,0.1
LKA,1920,0.1
LKA,1925,0.1
LKA,1930,0.2
LKA,1935,0.2
LKA,1940,0.2
LKA,1945,0.3
LKA,1950,0.3
LKA,1955,0.4
LKA,1960,0.4
LKA,1965,0.5
LKA,1970,1.3
LKA,1975,1.4
LKA,1980,1.2
LKA,1985,2.5
LKA,1990,5.0
LKA,1995,9.1
LKA,2000,14.8
LKA,2005,15.2
LKA,2010,15.9
LKA,2015,16.1
LKA,2020,15.7
LKA,2025,15.1
LKA,2030,15.0
LKA,2035,15.0
LKA,2040,15.7
SDN,1870,0.0
SDN,1875,0.0
SDN,1880,0.0
SDN,1885,0.0
SDN,1890,0.0
SDN,1895,0.0
SDN,1900,0.0
SDN,1905,0.0
SDN,1910,0.0
SDN,1915,0.0
SDN,1920,0.0
SDN,1925,0.0
SDN,1930,0.0
SDN,1935,0.0
SDN,1940,0.1
SDN,1945,0.1
SDN,1950,0.2
SDN,1955,0.3
SDN,1960,0.4
SDN,1965,0.5
SDN,1970,0.6
SDN,1975,0.7
SDN,1980,0.8
SDN,1985,0.8
SDN,1990,0.7
SDN,1995,0.9
SDN,2000,1.2
SDN,2005,2.0
SDN,2010,3.0
SDN,2015,4.3
SDN,2020,6.6
SDN,2025,10.1
SDN,2030,15.0
SDN,2035,21.2
SDN,2040,28.0
SWE,1870,0.1
SWE,1875,0.1
SWE,1880,0.2
SWE,1885,0.2
SWE,1890,0.2
SWE,1895,0.2
SWE,1900,0.2
SWE,1905,0.2
SWE,1910,0.3
SWE,1915,0.3
SWE,1920,0.4
SWE,1925,1.2
SWE,1930,2.0
SWE,1935,2.8
SWE,1940,3.2
SWE,1945,3.9
SWE,1950,4.5
SWE,1955,5.4
SWE,1960,6.3
SWE,1965,7.1
SWE,1970,8.0
SWE,1975,12.7
SWE,1980,17.4
SWE,1985,19.6
SWE,1990,22.5
SWE,1995,25.6
SWE,2000,26.1
SWE,2005,28.6
SWE,2010,32.0
SWE,2015,30.0
SWE,2020,30.6
SWE,2025,31.3
SWE,2030,32.0
SWE,2035,32.1
SWE,2040,32.2
CHE,1870,0.1
CHE,1875,0.1
CHE,1880,0.2
CHE,1885,0.2
CHE,1890,0.2
CHE,1895,0.3
CHE,1900,0.3
CHE,1905,0.4
CHE,1910,1.5
CHE,1915,2.5
CHE,1920,3.4
CHE,1925,4.5
CHE,1930,5.5
CHE,1935,6.4
CHE,1940,7.3
CHE,1945,8.3
CHE,1950,8.8
CHE,1955,9.4
CHE,1960,9.8
CHE,1965,9.6
CHE,1970,10.2
CHE,1975,11.3
CHE,1980,12.4
CHE,1985,14.5
CHE,1990,17.4
CHE,1995,20.0
CHE,2000,21.5
CHE,2005,25.3
CHE,2010,37.3
CHE,2015,35.3
CHE,2020,33.0
CHE,2025,30.7
CHE,2030,28.9
CHE,2035,26.9
CHE,2040,25.6
SYR,1870,0.0
SYR,1875,0.0
SYR,1880,0.0
SYR,1885,0.0
SYR,1890,0.0
SYR,1895,0.0
SYR,1900,0.0
SYR,1905,0.0
SYR,1910,0.1
SYR,1915,0.1
SYR,1920,0.1
SYR,1925,0.2
SYR,1930,0.2
SYR,1935,0.2
SYR,1940,0.3
SYR,1945,0.4
SYR,1950,0.4
SYR,1955,0.5
SYR,1960,0.6
SYR,1965,0.8
SYR,1970,1.5
SYR,1975,1.5
SYR,1980,2.5
SYR,1985,4.1
SYR,1990,5.1
SYR,1995,5.8
SYR,2000,5.5
SYR,2005,5.4
SYR,2010,6.4
SYR,2015,5.5
SYR,2020,4.3
SYR,2025,3.9
SYR,2030,4.4
SYR,2035,5.6
SYR,2040,7.3
TWN,1870,0.0
TWN,1875,0.0
TWN,1880,0.0
TWN,1885,0.0
TWN,1890,0.0
TWN,1895,0.0
TWN,1900,0.0
TWN,1905,0.0
TWN,1910,0.0
TWN,1915,0.0
TWN,1920,0.0
TWN,1925,0.7
TWN,1930,1.4
TWN,1935,2.1
TWN,1940,2.7
TWN,1945,3.2
TWN,1950,3.9
TWN,1955,4.2
TWN,1960,4.2
TWN,1965,4.4
TWN,1970,4.8
TWN,1975,5.9
TWN,1980,9.7
TWN,1985,11.9
TWN,1990,14.3
TWN,1995,18.7
TWN,2000,23.9
TWN,2005,33.8
TWN,2010,39.5
TWN,2015,45.0
TWN,2020,51.9
TWN,2025,58.8
TWN,2030,65.1
TWN,2035,70.6
TWN,2040,75.1
TJK,2015,8.0
TJK,2020,4.7
TJK,2025,4.4
TJK,2030,4.8
TJK,2035,6.3
